chain,as_of,Nact,cutoff_token,total_staked,top3_share,top10_share,gini_token,hhi_token,nakamoto33,nakamoto50,signed_blocks_total,miss_ratio,avg_block_time_all,avg_block_time_30d,avg_block_time_90d,blockCount_30d,txCount_30d,tx_per_block_30d,delegation_volume_30d,undelegation_volume_30d,proposal_count_1y,proposal_pass_rate,gov_turnout_ratio_est,validator_vote_txs_30d,dev_commits_30d,dev_active_repos_30d,apr
milkyway,2025-12-05T00:00:00,14,14,258871650,0.39662918670314035,0.9990755650531837,0.3824163237430044,0.10601335899504825,3,5,30178712,0.00026511662497890215,5633.053798856195,5597.913769657163,5633.053798856195,478340,505131,1.056008278630263,16393363399734.0,0.0,19,0.8421052631578947,0.1356833401924638,0,1,42,0.253
