chain,as_of,Nact,cutoff_token,total_staked,top3_share,top10_share,gini_token,hhi_token,nakamoto33,nakamoto50,signed_blocks_total,miss_ratio,avg_block_time_all,avg_block_time_30d,avg_block_time_90d,blockCount_30d,txCount_30d,tx_per_block_30d,delegation_volume_30d,undelegation_volume_30d,proposal_count_1y,proposal_pass_rate,gov_turnout_ratio_est,validator_vote_txs_30d,dev_commits_30d,dev_active_repos_30d,apr
mantra,2025-12-05T00:00:00,68,2,526285361,0.32282735487297737,0.7392872533271926,0.771738244162316,0.06566228138499934,4,6,143118480,0.0016053591759378533,3285.0372619452437,3255.775600436751,3285.0372619452437,821378,970766,1.1818748493385507,7839296658610.0,1844789539.0,23,1.0,0.6087244137479267,28,-220,57,0.17300000000000001
