chain,as_of,Nact,cutoff_token,total_staked,top3_share,top10_share,gini_token,hhi_token,nakamoto33,nakamoto50,signed_blocks_total,miss_ratio,avg_block_time_all,avg_block_time_30d,avg_block_time_90d,blockCount_30d,txCount_30d,tx_per_block_30d,delegation_volume_30d,undelegation_volume_30d,proposal_count_1y,proposal_pass_rate,gov_turnout_ratio_est,validator_vote_txs_30d,dev_commits_30d,dev_active_repos_30d,apr
kava,2025-12-05T00:00:00,197,2,112282065,0.4779451375426699,0.7275635516678465,0.9158169607291277,0.09889704859916032,2,4,214296961,0.0052707426388178755,5805.5433900496555,5768.38987043043,5805.5433900496555,461954,834431,1.8063075544318266,1473565517687.0,5764399435.0,13,1.0,0.3810975124704918,25,0,99,0.095
