chain,as_of,Nact,cutoff_token,total_staked,top3_share,top10_share,gini_token,hhi_token,nakamoto33,nakamoto50,signed_blocks_total,miss_ratio,avg_block_time_all,avg_block_time_30d,avg_block_time_90d,blockCount_30d,txCount_30d,tx_per_block_30d,delegation_volume_30d,undelegation_volume_30d,proposal_count_1y,proposal_pass_rate,gov_turnout_ratio_est,validator_vote_txs_30d,dev_commits_30d,dev_active_repos_30d,apr
osmosis,2025-12-05T00:00:00,296,2,286032783,0.1528682430782768,0.32117158752393776,0.7994750957776035,0.019233933520350823,11,21,1369270332,0.01173833460549248,1188.5503710595792,1165.4092749368085,1188.5503710595792,2232027,3296340,1.4768369737462854,682363615099.0,845904210.0,123,0.8780487804878049,0.5679563731724028,0,-28,120,0.040999999999999995
