chain,as_of,Nact,cutoff_token,total_staked,top3_share,top10_share,gini_token,hhi_token,nakamoto33,nakamoto50,signed_blocks_total,miss_ratio,avg_block_time_all,avg_block_time_30d,avg_block_time_90d,blockCount_30d,txCount_30d,tx_per_block_30d,delegation_volume_30d,undelegation_volume_30d,proposal_count_1y,proposal_pass_rate,gov_turnout_ratio_est,validator_vote_txs_30d,dev_commits_30d,dev_active_repos_30d,apr
agoric,2025-12-05T00:00:00,164,2,591113628,0.2652231763467311,0.4932687594879812,0.758587142757866,0.03869097430337332,5,11,163811596,0.012686990205403103,5217.037863053326,5209.647264790985,5217.037863053326,511751,39839,0.07784840674468638,5989837437529.0,0.0,29,0.896551724137931,0.38546104498068806,0,107,91,0.135
