chain,as_of,Nact,cutoff_token,total_staked,top3_share,top10_share,gini_token,hhi_token,nakamoto33,nakamoto50,signed_blocks_total,miss_ratio,avg_block_time_all,avg_block_time_30d,avg_block_time_90d,blockCount_30d,txCount_30d,tx_per_block_30d,delegation_volume_30d,undelegation_volume_30d,proposal_count_1y,proposal_pass_rate,gov_turnout_ratio_est,validator_vote_txs_30d,dev_commits_30d,dev_active_repos_30d,apr
celestia,2025-12-05T00:00:00,209,2,440332585,0.13888052141314955,0.32156379024277754,0.7213133441311593,0.018255932400520754,11,22,291823044,0.02224495831343216,5274.830335237775,5776.279972132271,5274.830335237775,462064,1222249,2.6451941722358807,120628395227.0,280693159.0,4,1.0,0.7339686158999446,62,232,184,0.061
