chain,as_of,Nact,cutoff_token,total_staked,top3_share,top10_share,gini_token,hhi_token,nakamoto33,nakamoto50,signed_blocks_total,miss_ratio,avg_block_time_all,avg_block_time_30d,avg_block_time_90d,blockCount_30d,txCount_30d,tx_per_block_30d,delegation_volume_30d,undelegation_volume_30d,proposal_count_1y,proposal_pass_rate,gov_turnout_ratio_est,validator_vote_txs_30d,dev_commits_30d,dev_active_repos_30d,apr
gravity-bridge,2025-12-05T00:00:00,228,2,1277904840,0.21479363674684884,0.395826545269208,0.8204418613322474,0.03079397823130127,8,15,130555374,0.039670106166113064,5767.716419709572,5739.909175563099,5767.716419709572,463061,25492,0.05505106238702892,7231634487289.0,300001147983.0,11,0.7272727272727273,0.37093514041226444,0,0,4,0.14300000000000002
